ticker ,Name of Company
GPIL.NS,Godawari Power & Ispat Limited
GODREJCP.NS,Godrej Consumer Products Limited
GOKUL.NS,Gokul Refoils & Solvent Ltd
GTOFFSHORE.NS,GOL Offshore Limited
GOLDENTOBC.NS,Golden Tobacco Limited
GOLDINFRA-EQ.NS,GOLDSTONE INFRATECH LIMITED
RELIGAREGO-EQ.NS,INVESCO MUTUAL FUND
GOACARBON-EQ.NS,GOA CARBON LIMITED
GOLDTECH-EQ.NS,GOLDSTONE TECHNOLOGIES LT
GOCLCORP.NS,GOCL CORPORATION L INR2
GOLDENTOBC-EQ.NS,GOLDEN TOBACCO LTD INR10 (DEMAT
SHIRPUR-G-EQ.NS,SHIRPUR GOLD REFINERY LIMITED
SHIRPUR-G.NS,Shirpur Gold Refinery Limited
SETFGOLD-EQ.NS,SBI MUTUAL FUND SBI-ETF GOLD
GOLDINFRA.NS,Goldstone Infratech Limited
GOLDTECH.NS,Goldstone Technologies Limited
GOLDIAM.NS,Goldiam International Limited
SETFGOLD.NS,SBI MUTUAL FUND SBI-ETF GOLD
GOCLCORP-EQ.NS,GOCL CORPORATION L INR2
GODREJCP-EQ.NS,GODREJ CONSUMER PRODUCTS LIMITE
GODREJPROP.NS,Godrej Properties Limited
GOLDIAM-EQ.NS,GOLDIAM INTERNATIONAL LIMITED
GOODLUCK.NS,Goodluck India Limited
RELGOLD-EQ.NS,RELIANCE CAPITAL A R SHARES GOL
GODFRYPHLP.NS,Godfrey Phillips India Limited
GOODLUCK-EQ.NS,GOODLUCK INDIA LTD INR2
GULFCORP-EQ.NS,GULFCORP-EQ.NS
GPPL.NS,Gujarat Pipavav Port Limited
GULFPETRO-EQ.NS,GP PETROLEUMS LTD INR5
GULFPETRO.NS,GP Petroleums Limited
SAHPETRO.NS,GP Petroleums Limited
GREAVESCOT.NS,Greaves Cotton Limited
GRANULES.NS,Granules India Limited
SOFTTECHGR.NS,STG Lifecare Limited
INVENTURE-EQ.NS,INVENTURE GROWTH & SECURITIES L
GSS-BE.NS,GSS INFOTECH LTD INR10
GSS.NS,GSS Infotech Limited
GTLINFRA.NS,GTL Infrastructure Limited
GTL.NS,GTL Limited
GTNIND.NS,GTN Industries Limited
GTL-EQ.NS,GTL LIMITED
GTNTEX.NS,GTN Textiles Limited
GTNTEX-EQ.NS,GTN TEXTILES INR10
GUJNREDVR-EQ.NS,GUJARAT NRE COKE LIMITED
GULFOILLUB-EQ.NS,GULF OIL LUBRICANT INR2
GULFOILLUB.NS,Gulf Oil Lubricants India Limited
GUJNREDVR.NS,Gujarat NRE Coke Ltd.
GULPOLY.NS,Gulshan Polyols Limited
TIMESGTY.NS,Times Guaranty Ltd.
GUJNRECOKE.NS,Gujarat NRE Coke Ltd.
TIMESGTY-EQ.NS,TIMES GUARANTY LIMITED
GVKPIL.NS,GVK Power & Infrastructure Limited
GVKPIL-EQ.NS,GVK POWER & INFRASTRUCTURE LIMI
TAJGVK.NS,TAJGVK Hotels & Resorts Limited
HANUNG.NS,Hanung Toys and Textiles Limited
HAVELLS-EQ.NS,HAVELLS INDIA LIMITED
HARRMALAYA.NS,Harrisons Malayalam Limited
HARITASEAT.NS,Harita Seating Systems Limited
HARITASEAT-EQ.NS,HARITA SEATING SYSTEMS LIMITED
HAVELLS.NS,Havells India Limited
HBLPOWER.NS,HBL Power Systems Limited
HBSTOCK.NS,HB Stockholdings Limited
HBSTOCK-EQ.NS,HB STOCKHOLDINGS INR10
HCLTECH.NS,HCL Technologies Limited
HCL-INSYS-EQ.NS,HCL INFOSYSTEMS INR2
HCG.NS,HealthCare Global Enterprises Limited
HCL-INSYS.NS,HCL Infosystems Limited
HDFC-EQ.NS,HOUSING DEVELOPMENT FINANCE COR
HDFCSENETF-EQ.NS,HDFC MUTUAL FUND SENSEX ETF
HDFCNIFETF-EQ.NS,HDFC MUTUAL FUND NIFTY ETF
HDFCBANK-IL.NS,HDFC BANK INR2
HEIDELBERG.NS,HeidelbergCement India Limited
TTKHLTCARE-EQ.NS,TTK HEALTHCARE INR10
HELIOSMATH-BZ.NS,HELIOS & MATHINFTECH LTD.
HECPROJECT-SM.NS,HEC INFRA PROJECTS INR10
HELIOSMATH-BE.NS,HELIOS & MATHINFTECH LTD.
HEG.NS,HEG Limited
SYNCOM-EQ.NS,SYNCOM HEALTHCARE LIMITED
HEXATRADEX.NS,Hexa Tradex Limited
HERCULES-EQ.NS,HERCULES HOISTS LIMITED
HEIDELBERG-EQ.NS,HEIDELBERGCEMENT INDIA LIMITED
HERCULES.NS,Hercules Hoists Limited
TTKHLTCARE.NS,TTK HEALTHCARE INR10
HEROMOTOCO.NS,Hero MotoCorp Limited
HEXAWARE-EQ.NS,HEXAWARE TECHNOLOGIES LIMITED
HEXAWARE.NS,Hexaware Technologies Limited
HEXATRADEX-EQ.NS,HEXA TRADEX LTD INR2
HECINFRA-IT.NS,HEC Infra Projects Ltd
HINDMOTORS.NS,Hindustan Motors Limited
HINDPETRO-EQ.NS,HINDUSTAN PETROLEUM CORPORATION
HINDCOMPOS.NS,Hindustan Composites Limited
HMVL-EQ.NS,HINDUSTAN MEDIA VENTURES LIMITE
HITECHPLAS.NS,Hitech Corporation Limited
HINDMOTORS-EQ.NS,HINDUSTAN MOTORS INR5
HINDCOPPER.NS,Hindustan Copper Limited
HIKAL.NS,Hikal Limited
HINDCOPPER-EQ.NS,HINDUSTAN COPPER LIMITED
HITECH-SM.NS,HI TECH PIPES LTD INR10
BAJAJHIND.NS,Bajaj Hindusthan Sugar Limited
HITACHIHOM.NS,Johnson Controls - Hitachi Air Conditioning India Limited
SRHHYPOLTD-EQ.NS,SREE RAYALASEEMA H INR10
HOCL-EQ.NS,HINDUSTAN ORGANIC CHEMICALS LIM
HINDALCO.NS,Hindalco Industries Limited
HINDSYNTEX.NS,Hind Syntex Limited
SUNILHITEC.NS,Sunil Hitech Engineers Limited
HIKAL-EQ.NS,HIKAL LIMITED
SUNILHITEC-EQ.NS,SUNIL HITECH ENGIN INR1
HIMATSEIDE.NS,Himatsingka Seide Limited
HINDUNILVR-EQ.NS,HINDUSTAN UNILEVER INR1
HINDSYNTEX-EQ.NS,HIND SYNTEX INR10
HOCL.NS,Hindustan Organic Chemicals Limited
BAJAJHLDNG.NS,Bajaj Holdings & Investment Limited
UBHOLDINGS.NS,United Breweries (Holdings) Limited
HMT.NS,HMT Limited
PNEUMATIC-BE.NS,Pneumatic Holdings Ltd
NH-EQ.NS,NARAYANA HRUDAYALA INR10
NH.NS,Narayana Hrudayalaya Limited
HSIL.NS,HSIL Limited
HSIL-EQ.NS,HSIL LIMITED
HTMEDIA.NS,HT Media Limited
INDIANHUME.NS,The Indian Hume Pipe Company Limited
PAPERPROD.NS,Huhtamaki PPL Limited
HUSYS.NS,Husys Consulting Limited
HUBTOWN.NS,Hubtown Limited
IBULHSGFIN-EQ.NS,INDIABULLS HOUSING INR2
IBVENTURES-EQ.NS,INDIABULLS VENTURE INR2
IBVENTURES.NS,Indiabulls Ventures Limited
ICICIBANK-EQ.NS,ICICI BANK LIMITED
ICNX100-EQ.NS,ICICI PRUDENTIAL A ICICI PRUDEN
INIFTY-EQ.NS,ICICI PRUDENTIAL A NIFTY
ICSA-EQ.NS,ICSA (INDIA) LIMITED
IPRU2317-MF.NS,ICICI PRUDENTIAL A 73 830D J RE
ICRA.NS,ICRA Limited
ISENSEX.NS,ICICI PRUDENTIAL A ICICI PRUDEN
IPRU-8484-MF.NS,ICICIPRAMC - IPRU-8484
ICSA.NS,ICSA (India) Limited
IDFC.NS,IDFC Limited
IDBI-EQ.NS,IDBI BANK LIMITED
IDFC-IL.NS,IDFC LIMITED INR10
IDFCBANK-EQ.NS,IDFC BANK LTD INR10
IDFCBANK-BE.NS,IDFC Bank Limited
IFCI.NS,IFCI Limited
IFBIND.NS,IFB Industries Limited
IFGLREFRAC.NS,IFGL Refractories Limited
IFCI-EQ.NS,IFCI LIMITED
IGARASHI.NS,Igarashi Motors India Limited
IGPL-EQ.NS,IG PETROCHEMICALS LIMITED
IGPL.NS,I G Petrochemicals Limited
IITL.NS,Industrial Investment Trust Limited
IIFL-EQ.NS,IIFL HOLDINGS LTD INR2
IIFL.NS,IIFL Holdings Limited
IITL-EQ.NS,INDUSTRIAL INVESTMENT TRUST LIM
IVC-EQ.NS,IL&FS INVESTMENT MANAGERS LIMIT
IL&FSENGG.NS,IL&FS Engineering and Construction Company Limited
IL&FSTRAN.NS,IL&FS Transportation Networks Limited
IVC.NS,IL&FS Investment Managers Limited
IL&FSTRANS.NS,IL&FS Transportation Networks Limited
SIIL-SM.NS,SUPREME (INDIA) IM INR10
INDLMETER.NS,IMP Powers Limited
IOB.NS,Indian Overseas Bank
IOC.NS,Indian Oil Corporation Limited
IPCALAB-IL.NS,IPCA LABORATORIES INR2
IPCALAB-EQ.NS,IPCA LABORATORIES LIMITED
IPCALAB.NS,Ipca Laboratories Limited
IPAPPM.NS,International Paper APPM Limited
TATASPONGE-EQ.NS,TATA SPONGE IRON INR10
TATASPONGE.NS,Tata Sponge Iron Limited
JISLJALEQS-EQ.NS,JAIN IRRIGATION INR2
SUNFLAG.NS,Sunflag Iron And Steel Company Limited
ISFT-BE.NS,ISFT-BE.NS
ISMTLTD.NS,ISMT Limited
ISFT.NS,IntraSoft Technologies Limited
SATHAISPAT-EQ.NS,SATHAVAHANA ISPAT LIMITED
SMLISUZU.NS,SML Isuzu Limited
SATHAISPAT.NS,Sathavahana Ispat Limited
ISMTLTD-EQ.NS,ISMT LTD INR5
SOUISPAT.NS,SOUTHERN ISPAT & ENGY LTD INR10
ITC.NS,ITC Limited
PILIND-EQ.NS,PILIND-EQ.NS
PILITA-EQ.NS,PIL ITALICA LIFEST INR1
PILIND.NS,PIL Italica Lifestyle Limited
ITI.NS,ITI Limited
PILITA.NS,PIL ITALICA LIFESTYLE LIMITED
ITC-EQ.NS,ITC LIMITED
IVRCLINFRA.NS,IVRCL Limited
IVRCLINFRA-EQ.NS,IVRCL LIMITED
IVP.NS,IVP Limited
IZMO-EQ.NS,IZMO LIMITED INR10
IZMO.NS,IZMO Limited
JAGSNPHARM.NS,Jagsonpal Pharmaceuticals Limited
JAINSTUDIO-BE.NS,JAIN STUDIOS LTD
JAINSTUDIO.NS,Jain Studios Limited
JAYNECOIND.NS,Jayaswal Neco Industries Limited
JAYSREETEA-EQ.NS,JAYSHREE TEA INR5
JAICORPLTD-EQ.NS,JAI CORP LIMITED
JAINSTUDIO-EQ.NS,JAIN STUDIOS INR10
JAYSREETEA.NS,JAYSHREE TEA INR5
JPINFRATEC.NS,Jaypee Infratech Limited
JBMA-EQ.NS,JBM AUTO LTD INR5
JBCHEPHARM.NS,J. B. Chemicals & Pharmaceuticals Limited
JBCHEPHARM-EQ.NS,JB CHEMICALS & PHARMACEUTICALS
JBMA.NS,JBM Auto Limited
RJL.NS,Renaissance Jewellery Limited
THANGAMAYL-EQ.NS,THANGAMAYIL JEWELL INR10
JENSONICOL.NS,Jenson & Nicholson (India) Limited
JENSONICOL-EQ.NS,JENSON & NICHOLSON INR2
THANGAMAYL.NS,Thangamayil Jewellery Limited
JEYPORE.NS,Jeypore Sugar Company Ltd.
JHS.NS,JHS Svendgaard Laboratories Limited
JHS-EQ.NS,JHS SVEND. LAB. LTD
JHS-BZ.NS,JHS SVEND. LAB. LTD
JSLHISAR.NS,Jindal Stainless (Hisar) Limited
JINDALSTEL-EQ.NS,JINDAL STEEL & PWR INR1.00
JIKIND.NS,JIK Industries Limited
JINDALSTEL.NS,Jindal Steel & Power Limited
JINDALPOLY.NS,Jindal Poly Films Limited
JINDALSAW-EQ.NS,JINDAL SAW LTD INR2(DEMAT)
JINDALPOLY-EQ.NS,JINDAL POLY FILMS LIMITED
JSL.NS,Jindal Stainless Limited
JSL-BE.NS,JINDAL STAINLESS INR2
JMTAUTOLTD.NS,JMT Auto Limited
JMCPROJECT.NS,JMC Projects (India) Limited
JOCIL.NS,Jocil Limited
JYOTISTRUC.NS,Jyoti Structures Limited
KAMDHENU.NS,Kamdhenu Limited
KALPATPOWR.NS,Kalpataru Power Transmission Limited
KSCL-IL.NS,KAVERI SEED COMPAN INR2
KANANIIND.NS,Kanani Industries Limited
KANSAINER-EQ.NS,KANSAI NEROLAC PAINTS LIMITED
KAVVERITEL-EQ.NS,KAVVERI TELECOM PR INR10
KIL.NS,Kamdhenu Limited
PERIATEA-BE.NS,PERIATEA-BE.NS
KAYA-EQ.NS,KAYA LIMITED INR10
KSL-EQ.NS,KALYANI STEELS LIMITED
PERIATEA.NS,Peria Karamalai Tea & Produce Co. Ltd.
KAYA-BE.NS,Kaya Limited
KSCL-EQ.NS,KAVERI SEED COMPANY LIMITED
KAMATHOTEL.NS,Kamat Hotels (India) Limited
KANANIIND-EQ.NS,KANANI INDUSTRIES LIMITED
KALINDEE-EQ.NS,KALINDEE RAIL NIRMAN (ENGINEERS
KAMATHOTEL-EQ.NS,KAMAT HOTELS (I) LIMITED
KARURVYSYA.NS,The Karur Vysya Bank Limited
KAYA.NS,Kaya Limited
PKTEA-EQ.NS,PERIA KARAMALAI TE INR10
KALINDEE.NS,Kalindee Rail Nirman (Engineers) Limited
KTKBANK.NS,The Karnataka Bank Limited
PKTEA.NS,The Peria Karamalai Tea and Produce Company Limited
KAUSHALYA-EQ.NS,KAUSHALYA INFRASTRUCTURE DEVELO
KANORICHEM.NS,Kanoria Chemicals & Industries Limited
KICL.NS,Kalyani Investment Company Limited
KAVVERITEL.NS,Kavveri Telecom Products Limited
KCP.NS,The KCP Limited
KDDL.NS,KDDL Limited
KEYCORPSER-EQ.NS,KEYNOTE CORPORATE SERVICES LIMI
KEYCORPSER-BE.NS,KEYNOTECORPORATE
KESORAMIND-BZ.NS,KESORAM INDUSTRIES LTD
KEC-EQ.NS,KEC INTERNATIONAL INR2
KEI.NS,KEI Industries Limited
KESARENT-EQ.NS,KESAR ENTERPRISES LIMITED
KERNEX.NS,Kernex Microsystems (India) Limited
KEYCORPSER.NS,Keynote Corporate Services Limited
KTIL-EQ.NS,KESAR TERMINALS & INFRASTRUCTUR
KELLTONTEC.NS,Kellton Tech Solutions Limited
KESORAMIND.NS,Kesoram Industries Limited
SHK.NS,S H Kelkar and Company Limited
KERNEX-BE.NS,KERNEX MICROSYSTEM INR10
KESORAMIND-EQ.NS,KESORAM INDUSTRIES LIMITED
KESORAMIND-BE.NS,KESORAM INDUSTRIES INR10
KHANDSE-EQ.NS,KHANDWALA SEC LTD INR10
RADICO.NS,Radico Khaitan Limited
RADICO-EQ.NS,RADICO KHAITAN LIMITED
KHANDSE.NS,Khandwala Securities Limited
KHAITANLTD-BE.NS,KHAITAN (INDIA) LTD. INR10
KHAITANLTD.NS,Khaitan (India) Limited
KHAITANLTD-EQ.NS,KHAITAN (INDIA)LTD INR10
KIRIINDUS.NS,Kiri Industries Limited
KITPLYIND-BZ.NS,KITPLY INDUSTRIES LTD
KIRLOSIND-EQ.NS,KIRLOSKAR INDUSTRIES LIMITED
KIRLOSENG-EQ.NS,KIRLOSKAR OIL ENGINES LIMITED
KIRLOSIND.NS,Kirloskar Industries Limited
KMSUGAR-BE.NS,KM SUGAR MILLS LTD INR2
KMSUGAR-EQ.NS,KM SUGAR MILLS LTD INR2
KMSUGAR.NS,K M Sugar Mills Limited
KOTHARIPET-EQ.NS,KOTHARI PETROCHEM INR10
KOTAKBKETF-EQ.NS,KOTAK MAHINDRA MF BANKING DIV P
KOLTEPATIL-EQ.NS,KOLTE - PATIL DEVELOPERS LIMITE
KOTHARIPET.NS,Kothari Petrochemicals Limited
KOTAKNV20-EQ.NS,KOTAK MAHINDRA ASS KOTAK NV 20
KOKUYOCMLN.NS,Kokuyo Camlin Limited
KOTAKBANK-IL.NS,KOTAK MAHINDRA BAN INR5
KTKNV20ETF-EQ.NS,KOTAKMAMC - KTKNV20ETF
KOLTEPATIL.NS,Kolte-Patil Developers Limited
SONASTEER.NS,Sona Koyo Steering Systems Limited
KPRMILL-EQ.NS,K.P.R. MILL LIMITED
KRISHNAENG.NS,KRISHNA ENGINEERING WORKS LTD.
KRISHNAENG-BE.NS,KRISHNAENGGWORKS
KRISHNAENG-BZ.NS,KRISHNAENGGWORKS
KRIDHANINF-EQ.NS,KRIDHAN INFRA LIMI INR2
KRBL.NS,KRBL Limited
KRIDHANINF.NS,KRIDHAN INFRA LIMI INR2
KSE-BE.NS,KSE-BE.NS
KSK-EQ.NS,KSK ENERGY VENTURES LIMITED
KSERASERA-BE.NS,KSS LTD INR1
KSOILS.NS,KS Oils Ltd.
KSBPUMPS.NS,KSB Pumps Limited
SKUMARSYNF-BZ.NS,S KUMARS NATIONWIDE LTD
KWALITY-EQ.NS,KWALITY LIMITED
KWALITY.NS,Kwality Limited
LT.NS,Larsen & Toubro Limited
MOREPENLAB.NS,Morepen Laboratories Limited
LYKALABS.NS,Lyka Labs Limited
UNICHEMLAB.NS,Unichem Laboratories Limited
SHLAKSHMI.NS,Shri Lakshmi Cotsyn Limited
PITTILAM.NS,Pitti Laminations Limited
PENINLAND-EQ.NS,PENINSULA LAND LIMITED
SHLAKSHMI-BE.NS,SHRI LAKSHMI COTSYN LTD
LAMBODHARA-EQ.NS,LAMBODHARA TEXTILE INR5
LPDC-EQ.NS,LANDMARK PROP DEV INR1
LAKPRE.NS,Lakshmi Precision Screws Limited
NEULANDLAB-EQ.NS,NEULAND LABORATORIES LIMITED
LAMBODHARA.NS,Lambodhara Textiles Limited
VIVIMEDLAB.NS,Vivimed Labs Limited
INDSWFTLAB.NS,Ind-Swift Laboratories Limited
PHOENIXLL-EQ.NS,PHOENIX LAMPS LTD INR10(DEMAT)
SHLAKSHMI-EQ.NS,SHRI LAKSHMI COTSYN LTD.
NEULANDLAB.NS,Neuland Laboratories Limited
VIMTALABS-EQ.NS,VIMTA LABS LIMITED
RANBAXY.NS,Ranbaxy Laboratories Ltd.
LT-EQ.NS,LARSEN & TOUBRO LIMITED
LAXMIMACH.NS,Lakshmi Machine Works Limited
PHOENIXLL.NS,Phoenix Lamps Limited
LFIC-EQ.NS,LAKSHMI FINANCE & INR10
INDSWFTLAB-EQ.NS,IND-SWIFT LABORATORIES LIMITED
SHLAKSHMI-BZ.NS,SHRI LAKSHMI COTSYN LTD
PENINLAND.NS,Peninsula Land Limited
CAPLIPOINT.NS,CAPLIN POINT LABOR INR2
LITL.NS,Lanco Infratech Limited
VIVIMEDLAB-EQ.NS,VIVIMED LABS LIMITED
MOREPENLAB-EQ.NS,MOREPEN LABORATORI INR2
LAKSHMIEFL.NS,LAKSHMI ENERGY & F INR2
ORTINLABSS.NS,ORTIN LABORATORIES INR10
LYKALABS-EQ.NS,LYKA LABS LIMITED
ORTINLABSS-EQ.NS,ORTIN LABORATORIES INR10
LFIC.NS,Lakshmi Finance & Industrial Corporation Limited
LAKSHVILAS.NS,The Lakshmi Vilas Bank Limited
LCCINFOTEC-BE.NS,LCC INFOTECH INR2
LCCINFOTEC.NS,LCC Infotech Limited
LCCINFOTEC-EQ.NS,LCC INFOTECH INR2
INOXLEISUR-EQ.NS,INOX LEISURE LIMITED
INOXLEISUR.NS,Inox Leisure Limited
FIRSTLEASE-BZ.NS,FIRST LEASING CO OF INDIA
LGBBROSLTD.NS,L.G. Balakrishnan & Bros Limited
SUVEN.NS,Suven Life Sciences Limited
SONATSOFTW.NS,Sonata Software Limited
SNOWMAN-EQ.NS,SNOWMAN LOGISTICS INR10
RPGLIFE.NS,RPG Life Sciences Limited
PREMIERPOL-EQ.NS,PREMIER POLYFILM L INR5
NCOPPER.NS,Nissan Copper Limited
PARACABLES-EQ.NS,PARAMOUNT COMMUNIC INR2
MOTHERSUMI.NS,Motherson Sumi Systems Limited
MCLEODRUSS.NS,McLeod Russel India Limited
COUNCODOS.NS,Country Condo'S Limited
COROMANDEL.NS,Coromandel International Limited
ORCHIDPHAR-EQ.NS,ORCHID PHARMA LTD INR10
RMMIL.NS,Resurgere Mines & Minerals India Limited
RMMIL-EQ.NS,RESURGERE MINES & MINERALS LIMI
PRAKASHCON-EQ.NS,PRAKASH CONSTROWEL INR1
REFEX-EQ.NS,REFEX INDUSTRIES L INR10
SAMINDUS-EQ.NS,SAM Industries Limited
PRAKASH-EQ.NS,PRAKASH INDUSTRIES LIMITED
MOIL.NS,MOIL Limited
NILAINFRA-EQ.NS,NILA INFRASTRUCTUR INR1
SYMPHONY.NS,Symphony Limited
MINDAIND-EQ.NS,MINDA INDUSTRIES LIMITED
CAIRN-EQ.NS,CAIRN INDIA LIMITED
NECLIFE.NS,Nectar Lifesciences Limited
ORIENTLTD-EQ.NS,ORIENT PRESS LTD INR10
LYCOS-EQ.NS,LYCOS INTERNET LTD INR2
MCLEODRUSS-EQ.NS,MCLEOD RUSSEL INDIA LIMITED
ENGINERSIN-EQ.NS,ENGINEERS INDIA LIMITED
ORIENTREF-EQ.NS,ORIENT REFRACTORIES LIMITED
PONNIERODE-EQ.NS,PONNI SUGARS ERODE INR10.00
TIMBOR-BZ.NS,TIMBOR HOME LIMITED
THERMAX-EQ.NS,THERMAX LIMITED
PHOENIXLTD.NS,The Phoenix Mills Limited
GRPLTD-EQ.NS,GRP LTD INR10 (DEMAT)
INSECTICID-EQ.NS,INSECTICIDES (INDIA) LIMITED
NESTLEIND-EQ.NS,NESTLE INDIA LIMITED
TORNTPHARM-EQ.NS,TORRENT PHARMACEUTICALS LIMITED
MAJESCO.NS,MAJESCO LIMITED INR5
SKFINDIA-EQ.NS,SKF INDIA LIMITED
POLYPLEX-EQ.NS,POLYPLEX CORPORATION LIMITED
MANGTIMBER.NS,Mangalam Timber Products Limited
TATAMETALI-EQ.NS,TATA METALIKS LIMITED
TUBEINVEST.NS,TI Financial Holdings Limited
SMPL-EQ.NS,SPLENDID METAL PRO INR10
BANCOINDIA.NS,Banco Products (India) Limited
UPL.NS,UPL Limited
SALORAINTL.NS,Salora International Limited
VRLLOG-EQ.NS,VRL LOGISTICS LTD INR10
STEL-EQ.NS,STEL HOLDINGS LIMITED
INDUSINDBK.NS,IndusInd Bank Limited
SIGNET-EQ.NS,SIGNET INDUSTRIES INR1
MOLDTKPAC-EQ.NS,MOLD-TEK PACKAGING INR5
MCDHOLDING-EQ.NS,MCDOWELL HOLDINGS LIMITED
GREAVESCOT-EQ.NS,GREAVES COTTON LIMITED
TNTELE-EQ.NS,TAMILNADU TELECOMM INR10
UNIVCABLES-EQ.NS,UNIVERSAL CABLES INR10
GRAVITA.NS,Gravita India Limited
TECHIN-BE.NS,TECHINDIA NIRMAN LIMITED
SHARDAMOTR-EQ.NS,SHARDA MOTOR INDUS INR10
NITCO-EQ.NS,NITCO LIMITED
UNITY-EQ.NS,UNITY INFRAPROJECTS LIMITED
PNEUMATIC-EQ.NS,PNEUMATIC HOLDINGS INR10
GRASIM-IL.NS,GRASIM INDUSTRIES INR2
PROZONINTU-EQ.NS,PROZONE INTU PROPE INR2
TATASTEEL-EQ.NS,TATA STEEL LIMITED
SRGINFOTEC.NS,PAN INDIA CORP INR10
INDOTECH-EQ.NS,INDO TECH TRANSFORMERS LIMITED
CASTEXTECH.NS,Castex Technologies Limited
SUPREMEIND-EQ.NS,SUPREME INDUSTRIES INR2
SHREYAS-BE.NS,SHREYAS-BE.NS
MBLINFRA-EQ.NS,MBL INFRASTRUCTURES LIMITED
GRAVITA-EQ.NS,GRAVITA INDIA LIMITED
DELTAMAGNT-EQ.NS,DELTA MAGNETS LTD INR10
PUNJLLOYD.NS,Punj Lloyd Limited
LLOYDFIN.NS,LLOYDS FINANCE INR10
LML.NS,LML Limited
PETRONET-EQ.NS,PETRONET LNG LIMITED
PETRONET-IL.NS,PETRONET LNG INR10
PETRONET.NS,Petronet LNG Limited
SICAL.NS,Sical Logistics Limited
PATINTLOG.NS,Patel Integrated Logistics Limited
SHREYAS.NS,Shreyas Shipping and Logistics Limited
LOVABLE.NS,Lovable Lingerie Limited
LOKESHMACH.NS,Lokesh Machines Limited
SNOWMAN.NS,Snowman Logistics Limited
LOVABLE-EQ.NS,LOVABLE LINGERIE LIMITED
VRLLOG.NS,VRL Logistics Limited
SAKHTISUG.NS,Sakthi Sugars Limited
PRIMESECU.NS,Prime Securities Limited
INFOMEDIA.NS,Infomedia Press Limited
TVSMOTOR.NS,TVS Motor Company Limited
TTML.NS,Tata Teleservices (Maharashtra) Limited
TRF.NS,TRF Limited
TITAN.NS,Titan Company Limited
TIJARIA.NS,Tijaria Polypipes Limited
TI.NS,Tilaknagar Industries Ltd.
THERMAX.NS,Thermax Limited
TECPRO.NS,Tecpro Systems Limited
TATAMTRDVR.NS,Tata Motors Limited
TATACOMM.NS,Tata Communications Limited
TAKE.NS,TAKE Solutions Limited
SURANASOL.NS,Surana Solar Limited
LUMAXAUTO.NS,Lumax Automotive Systems Limited
LUXIND.NS,Lux Industries Limited
LUMAXIND-EQ.NS,LUMAX INDUSTRIES LIMITED
LUMAXTECH-EQ.NS,LUMAX AUTO TECHNOLOGIES LIMITED
OPAL-SM.NS,OPAL LUXURY TIME P INR10
LUXIND-EQ.NS,LUX INDUSTRIES LTD INR2
LUMAXIND.NS,Lumax Industries Limited
LUPIN-IL.NS,LUPIN LTD INR2
LYCOS.NS,Lycos Internet Limited
MTNL.NS,Mahanagar Telephone Nigam Limited
MASTEK.NS,Mastek Limited
MARKSANS.NS,Marksans Pharma Limited
MALWACOTT.NS,Malwa Cotton Spinning Mills Limited
MALUPAPER.NS,Malu Paper Mills Limited
MHRIL-EQ.NS,MAHINDRA HOLIDAYS & RESORTS IND
MARUTI-IL.NS,MARUTI SUZUKI IND INR5
MALWACOTT-BE.NS,MALWA COTTON SPG. MILLS L
MANAKINDST-BE.NS,Manaksia Industries Ltd
MANAKINDST-EQ.NS,MANAKSIA INDUSTRIE INR1
MANINDS.NS,Man Industries (India) Limited
MARICO.NS,Marico Limited
RMCL-EQ.NS,RADHA MADHAV CORP INR10
M&MFIN.NS,Mahindra & Mahindra Financial Services Limited
MANAKSTEEL.NS,MANAKSIA STEELS LT INR1
MARALOVER-EQ.NS,MARAL OVERSEAS LIMITED
SUPREMETEX-EQ.NS,SUPREME TEX MART INR5
MANINFRA.NS,Man Infraconstruction Limited
MBLINFRA.NS,MBL Infrastructures Limited
MCDOWELL-N-EQ.NS,UNITED SPIRITS INR10
MCDHOLDING.NS,McDowell Holdings Limited
SAMBHAAV.NS,Sambhaav Media Limited
RADAAN.NS,Radaan Mediaworks India Limited
PRECOT.NS,Precot Meridian Limited
MMNL.NS,Mig Media Neurons Limited
SMPL.NS,Splendid Metal Products Limited
MMNL-EQ.NS,MIG MEDIA NEURONS INR10
POLYMED.NS,Poly Medicure Limited
SAMBHAAV-BE.NS,SAMBHAAV-BE.NS
MMNL-IT.NS,MIG Media Neurons Limited
OMMETALS-EQ.NS,OM METALS INFRAPROJECTS LIMITED
MEGASOFT-EQ.NS,MEGASOFT LIMITED
MEP.NS,MEP Infrastructure Developers Limited
SHILPAMED.NS,Shilpa Medicare Limited
MEP-EQ.NS,MEP INFRASTRUCTURE INR10
MELSTAR.NS,Melstar Information Technologies Limited
MERCK-EQ.NS,MERCK LIMITED
MEGH-EQ.NS,MEGHMANI ORGANICS LIMITED
RATNAMANI.NS,Ratnamani Metals & Tubes Limited
INDRAMEDCO-EQ.NS,INDRAPRASTHA MEDICAL CORPORATIO
INDRAMEDCO.NS,Indraprastha Medical Corporation Limited
MANAKCOAT-BE.NS,Man Coat Metal & Ind Ltd
INDBANK-EQ.NS,INDBANK MERCHANT BANKING SERVIC
THEMISMED-BE.NS,THEMIS MEDICARE LT INR10
MELSTAR-BE.NS,MELSTAR INFORMATION TECH
POWERMECH-EQ.NS,POWER MECH PROJECT INR10
